user_id,first_name,last_name,gender,city,major,degree_type,gpa,skill_name,skill_level
U0674,Minh,Do,Male,Ho Chi Minh,Computer Science,Master,2.36,"Python, Data Structures, Java, R","L2, L2, L3, L2"
U0675,Huy,Do,Female,Da Nang,Finance,Bachelor,4,"Data Analysis, Power BI, Excel","L3, L3, L2"
U0676,Trang,Phan,Male,Ho Chi Minh,Computer Science,Master,3.65,Data Structures,L1
U0677,Minh,Pham,Male,Hanoi,Computer Science,Bachelor,2.69,"Python, Machine Learning, Java, R","L4, L2, L4, L3"
U0678,Minh,Nguyen,Male,Hanoi,Information Systems,Master,2.85,"Power BI, SQL, Python, Data Visualization, Excel","L1, L2, L3, L3, L1"
U0679,Phuc,Le,Male,Hanoi,Business Administration,Bachelor,2.52,"Negotiation, Communication","L1, L4"
U0680,Anh,Do,Female,Ho Chi Minh,Information Systems,Master,3.53,"Excel, SQL","L4, L2"
U0681,Phuc,Pham,Male,Hanoi,Information Systems,Bachelor,2.76,"SQL, Power BI, Data Visualization, Python, Excel","L1, L1, L2, L2, L4"
U0682,Nhi,Hoang,Female,Hanoi,Finance,Bachelor,3.51,"Power BI, Data Analysis","L2, L2"
U0683,Hoa,Dang,Female,Ho Chi Minh,Finance,Bachelor,2.04,"SQL, Data Analysis","L3, L4"
U0684,Hoa,Hoang,Male,Hanoi,Computer Science,Master,2.27,"R, Python, Java, Machine Learning, Data Structures","L3, L3, L3, L4, L2"
U0685,Anh,Pham,Female,Hanoi,Finance,Master,2.73,"SQL, Data Analysis, Accounting","L1, L3, L1"
U0686,Tuan,Tran,Female,Hanoi,Finance,Bachelor,2.22,"SQL, Power BI, Excel, Data Analysis","L1, L3, L3, L2"
U0687,Tuan,Tran,Male,Hanoi,Marketing,Master,3.2,"Excel, Social Media, Communication","L1, L2, L3"
U0688,Huy,Pham,Female,Ho Chi Minh,Computer Science,Bachelor,2.1,"Python, Machine Learning","L2, L1"
U0689,Anh,Phan,Female,Ho Chi Minh,Computer Science,Master,3.72,"Data Structures, Machine Learning, R","L3, L2, L1"
U0690,Minh,Phan,Male,Ho Chi Minh,Marketing,Bachelor,3.52,"Social Media, Excel, Marketing Strategy","L4, L1, L1"
U0691,Tuan,Do,Male,Ho Chi Minh,Computer Science,Master,2.43,"R, Python, Java, Machine Learning, Data Structures","L1, L3, L4, L3, L2"
U0692,Linh,Bui,Male,Da Nang,Business Administration,Master,2.97,"Excel, Project Management","L2, L4"
U0693,Khanh,Le,Male,Hanoi,Business Administration,Master,2.9,Project Management,L2
U0694,Minh,Do,Male,Hanoi,Marketing,Master,3.45,"Communication, Marketing Strategy, Power BI, Excel, Social Media","L2, L3, L4, L4, L2"
U0695,Nhi,Hoang,Female,Hanoi,Finance,Master,2.8,"Power BI, Data Analysis, Excel, Accounting, SQL","L3, L4, L3, L4, L4"
U0696,Linh,Le,Female,Ho Chi Minh,Business Administration,Bachelor,2.07,"Negotiation, Leadership","L4, L3"
U0697,Linh,Hoang,Male,Ho Chi Minh,Marketing,Master,2.55,"Excel, Social Media, Communication, Marketing Strategy, Power BI","L2, L4, L2, L2, L1"
U0698,Anh,Phan,Male,Ho Chi Minh,Business Administration,Master,2.93,"Leadership, Project Management, Negotiation, Excel","L2, L3, L1, L1"
U0699,Huy,Pham,Female,Ho Chi Minh,Information Systems,Master,3.95,"SQL, Python, Power BI, Data Visualization, Excel","L4, L2, L1, L2, L1"
U0700,Nhi,Bui,Male,Da Nang,Marketing,Master,3.76,"Power BI, Communication, Social Media, Excel","L2, L2, L3, L1"
U0701,Tuan,Hoang,Male,Ho Chi Minh,Computer Science,Bachelor,2.36,Machine Learning,L2
U0702,Anh,Phan,Female,Ho Chi Minh,Business Administration,Master,3.45,"Project Management, Excel, Negotiation","L4, L4, L3"
U0703,Tuan,Bui,Female,Da Nang,Computer Science,Master,3.87,"Python, Machine Learning, Java","L4, L2, L3"
U0704,Anh,Do,Female,Hanoi,Marketing,Bachelor,2.02,"Power BI, Social Media, Communication, Excel, Marketing Strategy","L1, L3, L2, L4, L1"
U0705,Anh,Pham,Male,Hanoi,Business Administration,Bachelor,3.44,"Negotiation, Project Management, Communication","L2, L4, L2"
U0706,Anh,Dang,Female,Ho Chi Minh,Computer Science,Master,2.92,"Java, Data Structures, Python, Machine Learning","L4, L3, L2, L2"
U0707,Huy,Tran,Male,Ho Chi Minh,Finance,Bachelor,3.36,"Data Analysis, Excel, SQL","L4, L2, L1"
U0708,Anh,Vo,Female,Hanoi,Finance,Master,3.21,"Excel, Accounting","L3, L1"
U0709,Trang,Bui,Male,Ho Chi Minh,Information Systems,Master,3.97,"SQL, Data Visualization, Excel, Python","L1, L2, L2, L2"
U0710,Khanh,Dang,Male,Ho Chi Minh,Marketing,Bachelor,2.58,"Power BI, Excel, Social Media","L4, L1, L1"
U0711,Tuan,Dang,Male,Ho Chi Minh,Computer Science,Master,3.57,"Machine Learning, R","L3, L3"
U0712,Minh,Bui,Female,Ho Chi Minh,Information Systems,Bachelor,2.47,"Data Visualization, Power BI, Excel, Python, SQL","L4, L4, L1, L1, L4"
U0713,Phuc,Dang,Female,Da Nang,Marketing,Bachelor,2.87,"Excel, Communication, Social Media, Power BI","L1, L1, L4, L4"
U0714,Nhi,Hoang,Female,Da Nang,Finance,Master,3.95,"Excel, Power BI, SQL","L2, L4, L3"
U0715,Hoa,Dang,Male,Hanoi,Computer Science,Master,3.53,"R, Data Structures, Python","L4, L2, L3"
U0716,Huy,Phan,Female,Ho Chi Minh,Business Administration,Bachelor,2.63,"Communication, Negotiation, Excel, Leadership","L3, L2, L2, L2"
U0717,Minh,Le,Female,Hanoi,Finance,Master,3.24,"Excel, Power BI","L3, L1"
U0718,Linh,Hoang,Male,Ho Chi Minh,Business Administration,Bachelor,2.1,Project Management,L4
U0719,Trang,Dang,Male,Hanoi,Business Administration,Bachelor,2.53,"Negotiation, Leadership, Communication, Excel","L1, L1, L2, L4"
U0720,Hoa,Do,Female,Ho Chi Minh,Computer Science,Bachelor,3.44,"Java, Python, R","L2, L3, L4"
U0721,Phuc,Tran,Female,Ho Chi Minh,Computer Science,Bachelor,3.14,"Machine Learning, R, Python","L3, L3, L2"
U0722,Minh,Pham,Female,Ho Chi Minh,Business Administration,Master,2.94,"Communication, Negotiation, Leadership, Excel","L2, L1, L1, L1"
U0723,Hoa,Dang,Male,Hanoi,Information Systems,Master,3.38,"Data Visualization, Python","L1, L2"
U0724,Minh,Nguyen,Female,Ho Chi Minh,Business Administration,Master,2.8,Leadership,L4
U0725,Trang,Tran,Male,Ho Chi Minh,Business Administration,Master,2.05,Negotiation,L3
U0726,Phuc,Do,Male,Hanoi,Computer Science,Master,2.88,"R, Python, Data Structures","L3, L1, L4"
U0727,Linh,Phan,Female,Hanoi,Marketing,Master,3.8,Marketing Strategy,L1
U0728,Anh,Dang,Female,Hanoi,Finance,Bachelor,3.71,"Power BI, SQL, Data Analysis, Excel","L3, L3, L1, L2"
U0729,Tuan,Phan,Male,Ho Chi Minh,Computer Science,Master,2.82,"Java, Python","L3, L4"
U0730,Linh,Dang,Male,Hanoi,Information Systems,Bachelor,2.04,"Power BI, Excel, SQL, Python","L2, L3, L3, L3"
U0731,Anh,Vo,Female,Hanoi,Finance,Bachelor,3.27,"Accounting, Power BI, SQL, Excel, Data Analysis","L4, L2, L4, L2, L3"
U0732,Huy,Le,Female,Hanoi,Computer Science,Bachelor,3.48,"Python, R, Java, Data Structures","L3, L1, L2, L4"
U0733,Khanh,Phan,Female,Hanoi,Computer Science,Master,2.59,"Python, Java, Machine Learning, R, Data Structures","L4, L3, L1, L4, L2"
U0734,Nhi,Le,Male,Ho Chi Minh,Marketing,Bachelor,2.95,"Social Media, Power BI","L2, L1"
U0735,Nhi,Tran,Male,Ho Chi Minh,Information Systems,Master,3.98,"SQL, Power BI","L2, L2"
U0736,Tuan,Vo,Female,Hanoi,Information Systems,Bachelor,3.15,"Python, SQL, Power BI","L3, L3, L2"
U0737,Phuc,Pham,Male,Hanoi,Computer Science,Master,2.7,Data Structures,L4
U0738,Trang,Hoang,Male,Ho Chi Minh,Marketing,Master,3.25,"Power BI, Excel, Communication, Marketing Strategy, Social Media","L4, L1, L2, L2, L2"
U0739,Phuc,Le,Female,Ho Chi Minh,Computer Science,Master,2.36,"Machine Learning, R, Python","L3, L4, L1"
U0740,Trang,Vo,Male,Ho Chi Minh,Business Administration,Master,2.4,Leadership,L2
U0741,Phuc,Le,Female,Hanoi,Business Administration,Master,3.85,"Communication, Leadership, Project Management, Negotiation, Excel","L4, L1, L2, L4, L3"
U0742,Khanh,Bui,Female,Hanoi,Marketing,Bachelor,2.48,"Marketing Strategy, Communication, Power BI, Excel","L3, L2, L4, L3"
U0743,Huy,Do,Male,Hanoi,Computer Science,Master,2.62,"Python, Java, Machine Learning, R","L4, L1, L3, L2"
U0744,Huy,Pham,Male,Hanoi,Marketing,Master,3.09,Marketing Strategy,L2
U0745,Anh,Do,Female,Ho Chi Minh,Computer Science,Bachelor,3.8,"Python, R, Data Structures","L4, L3, L4"
U0746,Hoa,Dang,Male,Hanoi,Computer Science,Master,3.56,"Data Structures, Java, Python","L4, L4, L1"
U0747,Huy,Le,Female,Hanoi,Business Administration,Master,2.09,Communication,L1
U0748,Huy,Dang,Male,Hanoi,Finance,Master,3.39,"Excel, Accounting, SQL","L1, L1, L3"
U0749,Linh,Nguyen,Male,Da Nang,Information Systems,Master,3.01,"Python, Data Visualization","L3, L1"
U0750,Linh,Le,Male,Ho Chi Minh,Information Systems,Master,2.95,"Python, Excel, Data Visualization, Power BI","L1, L4, L1, L3"
U0751,Anh,Vo,Female,Hanoi,Marketing,Bachelor,3.38,"Social Media, Power BI, Marketing Strategy","L1, L4, L1"
U0752,Hoa,Pham,Male,Ho Chi Minh,Information Systems,Master,2.39,"Data Visualization, Excel","L1, L1"
U0753,Tuan,Dang,Female,Ho Chi Minh,Business Administration,Bachelor,3.96,"Project Management, Negotiation, Leadership, Communication","L1, L2, L1, L1"
U0754,Linh,Le,Female,Da Nang,Finance,Master,3.29,"Excel, Data Analysis","L4, L3"
U0755,Tuan,Nguyen,Female,Hanoi,Computer Science,Bachelor,2.73,"Data Structures, R, Machine Learning, Java, Python","L4, L3, L3, L4, L2"
U0756,Minh,Do,Male,Hanoi,Computer Science,Bachelor,3.2,"Python, Data Structures","L2, L2"
U0757,Linh,Vo,Female,Hanoi,Business Administration,Bachelor,2.43,"Excel, Communication","L1, L4"
U0758,Khanh,Bui,Female,Ho Chi Minh,Information Systems,Master,3.27,"SQL, Excel","L3, L1"
U0759,Hoa,Le,Male,Hanoi,Computer Science,Master,2.06,"Python, Java","L2, L3"
U0760,Anh,Bui,Female,Ho Chi Minh,Information Systems,Bachelor,2.68,Python,L4
U0761,Minh,Tran,Female,Da Nang,Business Administration,Master,3.5,"Communication, Negotiation, Excel, Project Management","L4, L2, L2, L3"
U0762,Hoa,Pham,Male,Ho Chi Minh,Computer Science,Master,3.62,"R, Python, Data Structures, Java","L1, L3, L4, L3"
U0763,Khanh,Le,Female,Hanoi,Marketing,Bachelor,2.51,"Excel, Power BI, Marketing Strategy","L3, L3, L4"
U0764,Hoa,Phan,Male,Da Nang,Finance,Master,3.08,"Power BI, Accounting, Data Analysis, Excel","L4, L2, L4, L4"
U0765,Khanh,Nguyen,Female,Ho Chi Minh,Information Systems,Bachelor,3.06,"Python, Excel, SQL, Power BI, Data Visualization","L2, L4, L2, L4, L4"
U0766,Khanh,Dang,Female,Da Nang,Information Systems,Master,2.84,Data Visualization,L4
U0767,Tuan,Phan,Male,Hanoi,Information Systems,Bachelor,2.46,Python,L1
U0768,Phuc,Tran,Female,Ho Chi Minh,Information Systems,Master,3.41,Data Visualization,L3
U0769,Minh,Pham,Female,Hanoi,Business Administration,Master,2.5,"Communication, Excel, Project Management, Negotiation","L4, L1, L4, L2"
U0770,Hoa,Do,Female,Ho Chi Minh,Business Administration,Bachelor,3.82,Project Management,L4
U0771,Trang,Vo,Male,Hanoi,Business Administration,Bachelor,3.06,"Excel, Project Management, Leadership, Communication, Negotiation","L3, L4, L3, L2, L4"
U0772,Minh,Bui,Male,Da Nang,Business Administration,Master,3.74,"Communication, Project Management, Negotiation, Excel, Leadership","L1, L3, L3, L1, L4"
U0773,Phuc,Tran,Male,Hanoi,Computer Science,Bachelor,2.58,"Data Structures, Machine Learning, Java, R, Python","L4, L2, L1, L2, L3"
U0774,Minh,Dang,Male,Da Nang,Business Administration,Bachelor,3.61,"Communication, Negotiation, Excel, Leadership, Project Management","L2, L1, L4, L1, L3"
U0775,Huy,Vo,Male,Ho Chi Minh,Computer Science,Bachelor,2.23,"Python, Machine Learning, Java","L4, L2, L4"
U0776,Trang,Do,Female,Ho Chi Minh,Marketing,Bachelor,3.53,"Excel, Communication, Marketing Strategy, Power BI","L1, L2, L2, L1"
U0777,Phuc,Dang,Male,Hanoi,Business Administration,Bachelor,2.77,"Project Management, Negotiation, Leadership","L2, L3, L1"
U0778,Tuan,Nguyen,Male,Ho Chi Minh,Marketing,Master,2.94,"Marketing Strategy, Power BI, Excel","L1, L4, L1"
U0779,Hoa,Bui,Male,Ho Chi Minh,Business Administration,Bachelor,2.33,"Communication, Excel","L1, L1"
U0780,Nhi,Phan,Female,Hanoi,Marketing,Bachelor,2.04,"Communication, Excel, Social Media, Power BI","L2, L3, L3, L1"
U0781,Phuc,Le,Female,Da Nang,Finance,Bachelor,3.33,"Power BI, Accounting, SQL","L4, L2, L4"
U0782,Anh,Tran,Male,Da Nang,Marketing,Bachelor,3.18,"Excel, Marketing Strategy, Social Media, Power BI, Communication","L3, L4, L3, L1, L2"
U0783,Hoa,Le,Female,Ho Chi Minh,Computer Science,Master,3.24,"R, Data Structures","L2, L4"
U0784,Phuc,Vo,Female,Hanoi,Information Systems,Bachelor,2.51,"Excel, Python, SQL, Data Visualization, Power BI","L4, L1, L2, L2, L2"
U0785,Huy,Le,Female,Da Nang,Marketing,Master,2.48,Social Media,L1
U0786,Nhi,Phan,Female,Ho Chi Minh,Information Systems,Master,3.66,"Python, Data Visualization","L2, L1"
U0787,Huy,Hoang,Male,Ho Chi Minh,Finance,Bachelor,3.52,"Power BI, SQL, Accounting, Excel, Data Analysis","L3, L4, L1, L3, L2"
U0788,Nhi,Vo,Male,Ho Chi Minh,Finance,Bachelor,2.67,"SQL, Excel, Data Analysis","L4, L2, L3"
U0789,Anh,Bui,Female,Da Nang,Computer Science,Master,3.28,"Machine Learning, Java","L2, L4"
U0790,Hoa,Dang,Female,Hanoi,Computer Science,Master,3.66,Machine Learning,L1
U0791,Tuan,Bui,Female,Da Nang,Marketing,Master,3.78,Marketing Strategy,L1
U0792,Huy,Le,Female,Da Nang,Business Administration,Bachelor,2.01,"Project Management, Communication, Negotiation, Leadership, Excel","L4, L1, L1, L4, L3"
U0793,Huy,Pham,Male,Da Nang,Finance,Master,3.63,"Excel, Data Analysis, Accounting, SQL, Power BI","L4, L2, L4, L2, L3"
U0794,Khanh,Vo,Female,Ho Chi Minh,Information Systems,Bachelor,2.7,Power BI,L3
U0795,Nhi,Dang,Male,Hanoi,Business Administration,Master,3.44,"Negotiation, Project Management, Leadership","L4, L3, L2"
U0796,Linh,Do,Female,Hanoi,Finance,Master,2.74,Data Analysis,L2
U0797,Hoa,Nguyen,Male,Ho Chi Minh,Marketing,Bachelor,3.21,Marketing Strategy,L2
U0798,Nhi,Bui,Female,Da Nang,Finance,Bachelor,3.29,"Excel, Power BI, Data Analysis, SQL","L1, L3, L4, L2"
U0799,Khanh,Bui,Male,Hanoi,Computer Science,Master,2.81,"Data Structures, Java","L1, L4"
U0800,Minh,Vo,Male,Ho Chi Minh,Information Systems,Bachelor,3.03,"Power BI, Python, Excel, SQL","L2, L4, L3, L2"
U0801,Nhi,Pham,Male,Ho Chi Minh,Information Systems,Bachelor,3.45,"Data Visualization, SQL, Python","L3, L2, L3"
U0802,Tuan,Le,Female,Da Nang,Computer Science,Master,2.95,"Python, Machine Learning, Data Structures, Java","L2, L3, L2, L3"
U0803,Hoa,Le,Male,Hanoi,Business Administration,Bachelor,2.03,"Project Management, Negotiation, Excel, Communication, Leadership","L3, L3, L4, L1, L3"
U0804,Khanh,Vo,Female,Ho Chi Minh,Computer Science,Bachelor,2.03,"Python, Java","L2, L4"
U0805,Minh,Bui,Male,Ho Chi Minh,Information Systems,Master,3.32,"Excel, Power BI, Python, SQL, Data Visualization","L4, L2, L2, L2, L1"
U0806,Trang,Dang,Male,Ho Chi Minh,Marketing,Master,3.69,"Excel, Marketing Strategy, Communication","L3, L4, L1"
U0807,Khanh,Nguyen,Female,Hanoi,Business Administration,Bachelor,3.57,"Negotiation, Communication, Project Management, Excel","L3, L2, L4, L4"
U0808,Trang,Vo,Male,Ho Chi Minh,Finance,Bachelor,2.62,"Power BI, Data Analysis, Excel, Accounting","L2, L1, L1, L1"
U0809,Hoa,Dang,Female,Ho Chi Minh,Marketing,Bachelor,2.94,"Marketing Strategy, Excel","L1, L2"
U0810,Huy,Dang,Female,Hanoi,Business Administration,Master,2.47,"Excel, Leadership","L2, L2"
U0811,Khanh,Do,Female,Hanoi,Information Systems,Master,3.98,"SQL, Power BI","L4, L1"
U0812,Anh,Phan,Female,Ho Chi Minh,Information Systems,Bachelor,2.52,"Excel, SQL, Data Visualization, Python","L3, L3, L2, L4"
U0813,Trang,Hoang,Male,Hanoi,Marketing,Bachelor,2.83,Power BI,L1
U0814,Tuan,Nguyen,Male,Ho Chi Minh,Business Administration,Bachelor,3.36,"Negotiation, Leadership, Communication","L1, L3, L1"
U0815,Anh,Tran,Female,Da Nang,Finance,Master,3.75,Excel,L2
U0816,Phuc,Pham,Male,Hanoi,Finance,Master,2.1,"Power BI, Excel","L4, L4"
U0817,Phuc,Hoang,Male,Ho Chi Minh,Computer Science,Bachelor,2.6,"Java, Machine Learning, Data Structures, R","L4, L3, L2, L4"
U0818,Minh,Do,Female,Da Nang,Marketing,Bachelor,3.14,Social Media,L3
U0819,Huy,Nguyen,Male,Hanoi,Business Administration,Bachelor,3.24,"Excel, Project Management","L3, L1"
U0820,Hoa,Le,Female,Da Nang,Marketing,Bachelor,2.14,"Power BI, Marketing Strategy","L4, L3"
U0821,Khanh,Hoang,Male,Hanoi,Finance,Master,3.33,"Data Analysis, Excel","L1, L3"
U0822,Linh,Le,Male,Ho Chi Minh,Business Administration,Bachelor,3.06,"Negotiation, Project Management, Communication, Excel, Leadership","L1, L3, L4, L2, L2"
U0823,Tuan,Pham,Female,Ho Chi Minh,Information Systems,Bachelor,3.66,Python,L2
U0824,Trang,Le,Male,Ho Chi Minh,Information Systems,Master,2.44,"Data Visualization, Python, Excel, SQL","L1, L3, L2, L4"
U0825,Hoa,Pham,Male,Hanoi,Business Administration,Bachelor,2.39,"Project Management, Leadership, Communication","L3, L2, L3"
U0826,Anh,Nguyen,Female,Ho Chi Minh,Marketing,Bachelor,3.59,"Social Media, Communication, Power BI","L4, L3, L3"
U0827,Phuc,Bui,Male,Hanoi,Marketing,Bachelor,3.41,Marketing Strategy,L1
U0828,Tuan,Pham,Female,Da Nang,Information Systems,Bachelor,3.58,"Data Visualization, Python, SQL","L4, L1, L2"
U0829,Linh,Dang,Male,Da Nang,Information Systems,Bachelor,3.56,Python,L2
U0830,Khanh,Tran,Female,Hanoi,Finance,Bachelor,2.21,"Accounting, Power BI, Excel","L1, L4, L2"
U0831,Minh,Tran,Female,Ho Chi Minh,Business Administration,Master,2.56,"Excel, Communication, Project Management, Leadership, Negotiation","L1, L1, L1, L1, L3"
U0832,Linh,Vo,Female,Hanoi,Marketing,Bachelor,2.52,"Social Media, Excel, Power BI, Communication","L1, L4, L4, L2"
U0833,Tuan,Tran,Female,Hanoi,Finance,Master,3.87,"SQL, Power BI, Accounting, Excel","L2, L4, L1, L1"
U0834,Linh,Vo,Female,Hanoi,Marketing,Master,2.97,Marketing Strategy,L1
U0835,Tuan,Tran,Male,Hanoi,Information Systems,Master,2.22,"Excel, SQL, Power BI, Data Visualization","L4, L3, L3, L1"
U0836,Tuan,Pham,Male,Hanoi,Business Administration,Master,2.58,Project Management,L3
U0837,Nhi,Dang,Female,Hanoi,Computer Science,Bachelor,3.74,"Data Structures, Machine Learning, Python, Java","L1, L4, L2, L3"
U0838,Trang,Bui,Male,Ho Chi Minh,Business Administration,Bachelor,3.69,"Leadership, Excel, Communication","L4, L3, L2"
U0839,Phuc,Le,Female,Ho Chi Minh,Computer Science,Bachelor,3.8,"Machine Learning, Data Structures, Java, R, Python","L1, L1, L4, L4, L4"
U0840,Nhi,Do,Male,Hanoi,Finance,Bachelor,2.78,"Data Analysis, Power BI","L1, L2"
U0841,Khanh,Tran,Male,Ho Chi Minh,Computer Science,Master,3.28,"Python, R, Java, Data Structures, Machine Learning","L3, L2, L4, L4, L3"
U0842,Nhi,Bui,Female,Hanoi,Computer Science,Master,2.56,"Java, Machine Learning, Data Structures","L1, L3, L3"
U0843,Huy,Bui,Female,Ho Chi Minh,Finance,Master,2.36,"Accounting, Excel, Data Analysis","L2, L2, L2"
U0844,Huy,Pham,Male,Ho Chi Minh,Business Administration,Bachelor,2.04,"Leadership, Negotiation, Communication","L3, L4, L4"
U0845,Phuc,Nguyen,Male,Da Nang,Finance,Master,2.45,"Power BI, Excel","L3, L3"
U0846,Linh,Nguyen,Female,Ho Chi Minh,Information Systems,Bachelor,3.21,"Excel, SQL, Power BI","L2, L3, L4"
U0847,Trang,Tran,Male,Hanoi,Information Systems,Master,3.81,"SQL, Excel, Data Visualization","L1, L4, L4"
U0848,Phuc,Do,Male,Ho Chi Minh,Computer Science,Bachelor,2.27,"Java, R, Python","L2, L3, L4"
U0849,Tuan,Tran,Female,Da Nang,Finance,Master,3.84,"Accounting, Power BI, SQL, Data Analysis","L3, L4, L4, L3"
U0850,Anh,Tran,Male,Ho Chi Minh,Finance,Master,2.69,"Accounting, Data Analysis, Excel, SQL, Power BI","L2, L3, L2, L4, L3"
U0851,Trang,Vo,Female,Hanoi,Finance,Bachelor,2.85,"Power BI, Accounting, Data Analysis, Excel","L3, L2, L4, L2"
U0852,Trang,Dang,Female,Da Nang,Business Administration,Master,2.73,"Leadership, Negotiation","L3, L3"
U0853,Tuan,Dang,Female,Hanoi,Marketing,Master,2.82,"Marketing Strategy, Social Media, Communication","L3, L4, L2"
U0854,Tuan,Do,Male,Da Nang,Marketing,Bachelor,2.52,"Excel, Communication, Power BI, Social Media","L2, L4, L2, L1"
U0855,Minh,Vo,Male,Hanoi,Marketing,Master,3.4,"Communication, Excel, Power BI, Social Media","L4, L2, L1, L1"
U0856,Phuc,Bui,Female,Hanoi,Business Administration,Master,3.52,"Communication, Project Management","L1, L3"
U0857,Tuan,Vo,Female,Hanoi,Finance,Master,3.65,"Power BI, Data Analysis, SQL, Excel, Accounting","L4, L1, L2, L4, L2"
U0858,Huy,Tran,Male,Ho Chi Minh,Marketing,Master,2.68,"Communication, Excel, Power BI","L2, L1, L2"
U0859,Khanh,Nguyen,Male,Ho Chi Minh,Finance,Bachelor,3.53,"Accounting, SQL, Power BI","L4, L3, L1"
U0860,Anh,Hoang,Male,Ho Chi Minh,Computer Science,Bachelor,3.28,"Python, Java","L3, L3"
U0861,Phuc,Do,Female,Ho Chi Minh,Marketing,Master,3.92,"Social Media, Marketing Strategy, Communication","L2, L3, L4"
U0862,Hoa,Bui,Female,Da Nang,Computer Science,Bachelor,2.85,"Machine Learning, Python, Java, R, Data Structures","L1, L3, L3, L2, L1"
U0863,Huy,Pham,Male,Hanoi,Business Administration,Master,3.98,Excel,L3
U0864,Linh,Hoang,Male,Ho Chi Minh,Information Systems,Bachelor,3.48,"Excel, Power BI","L1, L3"
U0865,Tuan,Hoang,Male,Hanoi,Business Administration,Master,3.55,"Communication, Project Management, Negotiation, Excel","L2, L1, L2, L4"
U0866,Hoa,Vo,Female,Da Nang,Business Administration,Master,2.05,"Negotiation, Leadership","L2, L4"
U0867,Tuan,Le,Female,Hanoi,Business Administration,Bachelor,2.99,"Project Management, Negotiation, Leadership","L2, L3, L4"
U0868,Trang,Hoang,Male,Ho Chi Minh,Marketing,Master,3.06,"Power BI, Communication, Excel, Social Media, Marketing Strategy","L4, L3, L3, L2, L3"
U0869,Huy,Tran,Male,Ho Chi Minh,Computer Science,Master,2.08,"Python, Java","L4, L2"
U0870,Trang,Phan,Female,Hanoi,Marketing,Master,2.62,"Communication, Excel, Social Media","L4, L3, L4"
U0871,Minh,Nguyen,Female,Hanoi,Information Systems,Master,3.91,"Data Visualization, SQL, Power BI, Python","L3, L4, L4, L2"
U0872,Trang,Nguyen,Male,Hanoi,Business Administration,Bachelor,2.85,"Communication, Leadership, Negotiation","L2, L3, L2"
U0873,Minh,Phan,Male,Ho Chi Minh,Finance,Bachelor,2.37,"SQL, Excel, Power BI, Data Analysis","L2, L3, L1, L1"
U0874,Minh,Dang,Male,Hanoi,Information Systems,Bachelor,3.03,Power BI,L1
U0875,Hoa,Tran,Female,Da Nang,Computer Science,Bachelor,2.07,"Data Structures, Python, R, Machine Learning","L4, L1, L1, L4"
U0876,Tuan,Pham,Male,Hanoi,Information Systems,Master,3.03,Power BI,L2
U0877,Linh,Hoang,Female,Ho Chi Minh,Marketing,Master,3.19,"Social Media, Excel","L3, L4"
U0878,Trang,Dang,Female,Da Nang,Finance,Master,2.72,"Accounting, Power BI, SQL, Excel, Data Analysis","L3, L1, L4, L1, L3"
U0879,Huy,Tran,Male,Ho Chi Minh,Marketing,Master,3.53,"Communication, Social Media, Excel, Marketing Strategy","L2, L1, L2, L2"
U0880,Minh,Vo,Male,Ho Chi Minh,Business Administration,Bachelor,2.27,"Negotiation, Leadership","L4, L3"
U0881,Tuan,Nguyen,Female,Hanoi,Business Administration,Bachelor,3.76,"Leadership, Project Management, Communication, Negotiation","L1, L1, L3, L4"
U0882,Anh,Dang,Male,Hanoi,Information Systems,Bachelor,3.91,"Excel, SQL","L1, L3"
U0883,Phuc,Do,Female,Da Nang,Business Administration,Master,2,"Negotiation, Leadership","L4, L3"
U0884,Hoa,Hoang,Male,Hanoi,Business Administration,Master,3.69,Negotiation,L4
U0885,Linh,Hoang,Male,Ho Chi Minh,Computer Science,Master,3.01,"Data Structures, R","L2, L1"
U0886,Nhi,Pham,Male,Hanoi,Computer Science,Master,2.92,"Machine Learning, Python, Data Structures, R","L2, L1, L1, L3"
U0887,Hoa,Le,Male,Hanoi,Marketing,Bachelor,2.48,"Social Media, Communication, Power BI, Excel","L2, L3, L3, L4"
U0888,Anh,Do,Female,Ho Chi Minh,Marketing,Bachelor,2.89,"Excel, Power BI","L3, L1"
U0889,Phuc,Hoang,Female,Ho Chi Minh,Computer Science,Bachelor,3.9,"Machine Learning, R","L2, L1"
U0890,Anh,Bui,Female,Hanoi,Information Systems,Master,2.42,"Excel, Data Visualization","L4, L4"
U0891,Trang,Do,Male,Ho Chi Minh,Computer Science,Bachelor,2.36,"Machine Learning, Java, Data Structures, R","L2, L2, L3, L4"
U0892,Minh,Hoang,Female,Ho Chi Minh,Marketing,Master,2.48,"Marketing Strategy, Excel, Power BI","L2, L1, L1"
U0893,Linh,Phan,Female,Ho Chi Minh,Finance,Bachelor,3.1,SQL,L3
U0894,Khanh,Do,Female,Hanoi,Business Administration,Bachelor,3.86,Leadership,L4
U0895,Minh,Tran,Male,Da Nang,Finance,Master,3.15,"Power BI, Accounting, Data Analysis","L2, L1, L2"
U0896,Khanh,Do,Female,Hanoi,Finance,Master,2.49,Power BI,L1
U0897,Phuc,Pham,Male,Hanoi,Business Administration,Master,2.88,"Excel, Project Management, Negotiation, Communication, Leadership","L1, L3, L2, L3, L1"
